INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T12:52:28.000000000', 2, 22, 1, 34, 961, 42);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T11:36:47.000000000', 3, 26, 2, 39, 981, 248);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-08T19:25:07.000000000', 3, 34, 3, 43, 1059, 6);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-18T21:13:23.000000000', 8, 36, 3, 41, 1004, 217);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T14:08:57.000000000', 8, 14, 5, 26, 1102, 62);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T04:18:37.000000000', 5, 33, 3, 31, 1140, 126);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-17T18:46:34.000000000', 3, 14, 2, 26, 989, 1);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T02:39:29.000000000', 4, 29, 4, 29, 968, 193);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T15:32:00.000000000', 7, 14, 4, 40, 1097, 44);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T20:20:02.000000000', 5, 33, 2, 25, 1035, 129);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T11:31:32.000000000', 7, 29, 4, 43, 1075, 210);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T16:39:43.000000000', 3, 13, 4, 40, 1079, 109);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T11:45:36.000000000', 9, 12, 1, 33, 927, 170);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T09:37:13.000000000', 9, 22, 1, 42, 967, 149);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T18:31:37.000000000', 5, 30, 5, 34, 1050, 204);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T15:05:03.000000000', 4, 35, 1, 26, 1008, 139);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T10:15:44.000000000', 2, 34, 1, 24, 1044, 204);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T23:58:55.000000000', 8, 35, 4, 26, 1003, 170);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-08T03:40:36.000000000', 7, 29, 1, 29, 934, 139);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T06:35:09.000000000', 6, 27, 5, 34, 1125, 140);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T17:29:20.000000000', 6, 31, 4, 42, 976, 228);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T10:25:52.000000000', 3, 25, 4, 26, 1111, 241);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T11:01:39.000000000', 8, 21, 2, 26, 1181, 113);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T21:47:03.000000000', 9, 24, 2, 33, 990, 196);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-31T01:45:07.000000000', 7, 37, 4, 36, 931, 45);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-30T15:43:00.000000000', 2, 33, 2, 34, 955, 12);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-30T05:23:17.000000000', 7, 16, 3, 25, 1043, 194);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T21:31:12.000000000', 3, 32, 5, 28, 1155, 31);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T16:22:40.000000000', 5, 12, 5, 23, 1154, 103);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T06:39:48.000000000', 3, 12, 4, 41, 940, 155);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T19:25:03.000000000', 9, 23, 4, 29, 1031, 66);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T01:18:57.000000000', 8, 35, 3, 41, 1166, 122);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T21:46:10.000000000', 3, 15, 2, 39, 928, 3);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T14:45:02.000000000', 9, 22, 5, 40, 1071, 57);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T18:37:21.000000000', 5, 24, 5, 30, 1170, 206);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-04T09:51:11.000000000', 3, 19, 2, 31, 914, 216);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T12:49:02.000000000', 5, 25, 2, 35, 1064, 98);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T18:34:14.000000000', 7, 30, 3, 43, 905, 203);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T03:23:15.000000000', 3, 14, 1, 38, 930, 207);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-22T11:10:55.000000000', 8, 23, 5, 24, 1077, 116);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T15:20:42.000000000', 4, 32, 1, 25, 1143, 59);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-19T19:50:07.000000000', 3, 28, 1, 40, 1100, 99);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T02:37:05.000000000', 1, 16, 5, 23, 914, 94);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T23:24:48.000000000', 2, 12, 5, 30, 1030, 234);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T16:33:32.000000000', 2, 31, 3, 36, 950, 250);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T13:41:12.000000000', 1, 19, 3, 42, 945, 158);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-01T13:40:13.000000000', 3, 18, 1, 40, 1141, 156);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T18:43:48.000000000', 3, 14, 5, 25, 948, 48);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T19:18:17.000000000', 1, 25, 3, 27, 1008, 85);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T08:51:10.000000000', 4, 19, 5, 36, 1031, 225);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T20:04:31.000000000', 9, 29, 1, 33, 1191, 66);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T00:01:25.000000000', 1, 34, 4, 38, 1003, 75);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-04T16:10:21.000000000', 9, 24, 3, 30, 963, 45);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T20:34:22.000000000', 5, 26, 5, 32, 1040, 167);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T18:04:35.000000000', 1, 14, 1, 31, 952, 132);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T09:35:10.000000000', 4, 24, 4, 35, 915, 249);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-08T13:20:30.000000000', 1, 15, 5, 25, 922, 148);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T00:41:54.000000000', 3, 27, 4, 25, 1112, 232);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-11T16:55:45.000000000', 7, 25, 2, 25, 1138, 232);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T00:23:54.000000000', 1, 27, 5, 36, 1089, 69);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T22:53:04.000000000', 5, 13, 2, 36, 917, 164);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T08:44:21.000000000', 3, 26, 2, 22, 998, 143);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T09:12:42.000000000', 9, 34, 4, 32, 1127, 40);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-29T19:42:51.000000000', 3, 27, 2, 22, 1004, 222);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T20:10:26.000000000', 7, 26, 2, 37, 1060, 1);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T15:42:33.000000000', 4, 21, 5, 39, 949, 169);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-18T04:46:51.000000000', 7, 19, 2, 31, 979, 160);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T10:01:34.000000000', 2, 23, 3, 32, 903, 211);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-16T07:20:58.000000000', 4, 27, 1, 28, 991, 39);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T17:55:20.000000000', 7, 30, 1, 42, 1099, 179);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-25T15:23:51.000000000', 7, 25, 5, 42, 1038, 218);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T15:24:24.000000000', 5, 26, 2, 27, 1057, 38);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-17T00:03:02.000000000', 5, 26, 1, 30, 969, 99);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T09:16:19.000000000', 6, 26, 1, 24, 921, 160);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T19:51:27.000000000', 2, 16, 2, 29, 1143, 174);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-15T09:34:39.000000000', 5, 32, 4, 40, 1036, 193);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T18:51:08.000000000', 6, 17, 3, 29, 931, 227);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-30T13:26:57.000000000', 5, 26, 3, 40, 1041, 138);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-28T08:18:00.000000000', 6, 31, 3, 30, 963, 38);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-20T23:55:51.000000000', 9, 13, 3, 25, 987, 14);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-26T17:38:14.000000000', 4, 22, 5, 30, 1173, 238);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-06T00:21:56.000000000', 2, 19, 1, 22, 1041, 112);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-12T17:41:00.000000000', 3, 37, 2, 22, 1199, 250);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-19T16:57:13.000000000', 5, 22, 2, 24, 1053, 100);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T05:10:11.000000000', 7, 25, 2, 41, 1166, 237);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-04T07:31:25.000000000', 3, 29, 3, 32, 1144, 47);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-05T00:57:12.000000000', 7, 35, 1, 39, 951, 175);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T12:44:14.000000000', 9, 37, 2, 36, 923, 155);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-10T08:23:36.000000000', 3, 36, 5, 41, 1061, 127);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-07T00:15:19.000000000', 2, 14, 5, 31, 1124, 59);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-23T06:23:18.000000000', 2, 30, 3, 39, 973, 121);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-19T00:21:52.000000000', 4, 25, 2, 42, 983, 237);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-14T00:05:13.000000000', 1, 16, 3, 22, 964, 18);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-21T01:06:43.000000000', 5, 17, 5, 38, 1178, 84);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-08T12:37:54.000000000', 1, 14, 1, 24, 1048, 216);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-18T15:33:21.000000000', 1, 22, 5, 41, 948, 193);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-18T00:40:51.000000000', 5, 35, 1, 41, 1096, 238);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-13T10:10:35.000000000', 6, 28, 3, 29, 1187, 104);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-03T04:21:45.000000000', 5, 30, 1, 38, 1151, 4);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-27T16:00:40.000000000', 3, 19, 5, 37, 1097, 90);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-02T08:52:58.000000000', 1, 20, 5, 32, 917, 203);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-10T18:01:48.000000000', 9, 33, 2, 33, 972, 162);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-24T11:33:49.000000000', 2, 25, 3, 41, 1033, 207);
INSERT INTO bdnr.telemetry (vehicleid, registertime, waves, temperature, vibration, voltage, pressure, speed) VALUES ('ATBC2CBVHY', '2022-05-09T20:52:12.000000000', 5, 12, 4, 34, 1076, 186);
